Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
16,BMY,1538.055381288873,2026-06-29,57.720450337883,13.316587387889713,2026-07-06,56.70000076293945,13.081161193878334,1543.1102114940936,0.017381820505650934,Short,Closed,13
17,BAC,1873.661519224755,2025-03-05,40.68035507202149,11.433182383026937,2025-03-10,38.55577850341797,10.836071778841088,-4003.006615400861,-0.052518272882756165,Long,Closed,14
18,BAC,1482.005122014178,2026-01-23,50.90371322631836,11.315934559641699,2026-01-26,51.19898223876953,11.381573087965403,414.89268117709554,0.005499669678059261,Long,Closed,15
19,AWK,648.0704551323835,2026-05-01,124.94062209449264,12.145548873795146,2026-05-06,123.96279907226562,12.050494142137108,-657.8942540695078,-0.008125127907833294,Long,Closed,16
20,AMT,300.877664929066,2024-10-30,200.48971557617188,9.048431619727678,2024-11-01,198.40481567382812,8.954336647593472,-645.3025824953478,-0.010697476805070372,Long,Closed,17
21,AMT,371.33795244012873,2024-10-30,200.76647502269302,11.18283176303236,2024-11-06,185.45394897460935,10.32991345262513,-5707.634814597184,-0.07655889316154958,Long,Closed,17
22,AMT,375.8104868055725,2024-11-12,181.93212890625,10.255800289474797,2024-11-14,182.9182281494141,10.311388254966612,350.0192480676681,0.005119335958992129,Long,Closed,18
23,XYZ,1521.2982009388968,2026-02-13,49.79999923706055,11.364097386914796,2026-02-18,53.599998474121094,12.231237187351203,5757.336668335113,0.07599376095145584,Long,Closed,19
24,XYZ,121.02326180688033,2026-03-30,57.02999877929687,1.0352934709669364,2026-04-10,62.20000076293945,1.1291470465082065,623.526063090992,0.09034048034350617,Long,Closed,20
25,XYZ,1248.72909986879,2026-03-30,57.029998779296875,10.682252856178435,2026-04-13,64.22000122070312,12.02900764768518,8955.654016207765,0.1257551305438529,Long,Closed,20
26,XYZ,1093.9384271091847,2026-05-29,75.72000122070312,12.424952855412226,2026-06-03,69.80000305175781,11.453535832598433,6452.234996737278,0.07789448062887491,Short,Closed,21
27,XYZ,1192.6505711031352,2026-06-04,70.88999938964844,12.682049738634767,2026-06-09,68.29000091552734,12.216916288880597,-3125.788631055319,-0.03697101843323727,Long,Closed,22
28,XYZ,1225.0171128731965,2026-06-11,69.08999633789062,12.695464176339373,2026-06-15,74.3499984741211,13.662003070934158,6417.235163384627,0.07582119575443891,Long,Closed,23
29,XYZ,1079.4215504372658,2026-08-07,79.0,12.791145372681598,2026-08-13,83.08999633789062,13.453369900930893,4388.58567305502,0.05146433972708781,Long,Closed,24
30,BAX,2610.9126591114173,2026-02-25,20.701068878173828,8.107302418674214,2026-03-02,19.672183990478516,7.704353131966396,-2702.140233602759,-0.04999456219948138,Long,Closed,25
31,BAX,4327.60040202721,2026-02-25,18.339616831940322,11.90497997623949,2026-03-11,18.033666610717773,11.706375431185036,-1347.6416557704497,-0.016979973823477258,Long,Closed,25
32,BAX,4139.963010411205,2026-04-20,18.822952270507812,11.68894892199569,2026-04-22,18.29343032836914,11.36011873394741,2169.1521859992636,0.027835935469580065,Short,Closed,26
33,BAX,4237.625806994991,2026-06-25,21.541688919067383,13.692842533454694,2026-06-26,22.03150177001953,14.004189070123587,-2103.3406093962017,-0.023041314514396123,Short,Closed,27
34,BAX,3842.9221144305106,2026-06-25,21.8019004207992,12.567450789555163,2026-07-01,21.681636810302734,12.498126236304445,437.0981113122547,0.005217025934275325,Short,Closed,27
35,CRL,737.024645478899,2026-05-11,168.4600067138672,18.623876508849133,2026-05-13,162.85000610351562,18.00367020220202,4098.081164269711,0.033006671535240055,Short,Closed,28
36,CCI,353.9403031238985,2026-05-05,88.07229614257812,4.675850279028278,2026-05-06,89.19914245605469,4.735675727893169,-408.24785177286174,-0.01309647959443547,Short,Closed,29
37,CCI,1699.6915456484724,2026-08-06,74.91999816894531,19.101133123163304,2026-08-07,75.58999633789062,19.27195165666675,1100.4171385764773,0.008641506748429796,Long,Closed,30
38,COP,522.3481047241987,2025-04-07,81.677001953125,6.399574075465427,2025-04-08,78.80730438232422,6.174726912379514,-1511.555388227275,-0.035429437265729495,Long,Closed,31
39,COP,416.82961056928775,2025-04-07,81.677001953125,5.106808937488207,2025-04-10,79.40794372558594,4.9649373388865845,-955.882403620522,-0.028076703534086235,Long,Closed,31
40,COF,177.24852687923453,2026-02-24,195.03114318847656,5.185347423859578,2026-02-25,204.1893310546875,5.428838720084954,1612.6611220252253,0.046650522815640465,Long,Closed,32
41,COF,396.34166274663755,2026-02-24,194.02843560487386,11.535232918164688,2026-03-06,186.24998474121097,11.072794295830114,-3105.5321761111695,-0.04038321806949618,Long,Closed,32
42,CFG,1191.339925515843,2025-03-05,41.24479675292969,7.3704859637327,2025-03-10,37.88545608520508,6.7701684646022935,3987.976006441047,0.08116105286810792,Short,Closed,33
43,DTE,664.8771203571323,2024-11-08,111.16507720947266,11.086667462896868,2024-11-12,113.30721282958984,11.300306007274562,1401.869989047789,0.01896697082878172,Long,Closed,34
44,CEG,261.0546963932863,2026-01-20,294.0949401855469,11.516229798140943,2026-01-21,293.06951904296875,11.476076147383294,-290.68331099651476,-0.003786178064674945,Long,Closed,35
45,CEG,255.10537495850068,2026-03-12,300.6200866699219,11.503469989498107,2026-03-16,304.6376647949219,11.657205855598589,1001.7450981581037,0.01306229901593992,Long,Closed,36
46,CEG,251.59290447742606,2026-04-27,314.1981201171875,11.857502643244558,2026-04-28,304.7672424316406,11.501591356942845,2349.382814677899,0.02972020608424304,Short,Closed,37
47,CBRE,572.6287645847779,2025-01-07,128.63999938964844,11.049444589002144,2025-01-10,123.66999816894533,10.622549740152735,2824.29366466691,0.038340755165350356,Short,Closed,38
48,CBRE,599.2397041574044,2025-01-13,123.55999755859376,11.1063084574052,2025-01-24,141.1300048828125,12.68560535605644,10504.854077194801,0.14187685472832276,Long,Closed,39
49,CBRE,796.4411913073352,2026-07-28,147.38643683242822,17.607694400004366,2026-07-30,149.4600067138672,17.855415869999202,-1686.9395769022626,-0.014371043180717441,Short,Closed,40
50,CBRE,283.7184503742237,2026-07-28,147.38643683242822,6.272437719641242,2026-08-03,148.42999267578125,6.316849126654504,-308.66533360138203,-0.007381468275918643,Short,Closed,40
51,CBRE,588.9787481684364,2026-09-04,147.85000610351562,13.062076726731645,2026-09-04,147.85000610351562,0.0,-13.062076726731645,-0.00015,Short,Open,41
52,D,1085.029459077718,2024-11-01,53.996681213378906,8.788198471341673,2024-11-05,53.63053131103515,8.728605956769462,-414.80023490951345,-0.007079953353275604,Long,Closed,42
53,D,1420.7056936532658,2024-11-07,51.83644104003906,11.046649038645798,2024-11-08,52.89825439453125,11.272927680394414,1486.2047016050863,0.020180844386461283,Long,Closed,43
54,D,42.19437865528289,2024-11-07,51.714596236869404,0.3273097883435303,2024-11-18,52.82502365112305,0.334337857561464,46.19214714031963,0.021169003548942907,Long,Closed,43
55,D,1394.4875276177788,2024-11-07,51.714596236869404,10.817303917215556,2024-11-19,52.71518325805664,11.026599835416828,1373.4622175891934,0.019045349397136077,Long,Closed,43
56,DELL,127.52617132529082,2026-03-02,152.82383728027344,2.9233558283388774,2026-03-06,145.78726196289062,2.7887537019186963,891.6353999376148,0.04575060917802797,Short,Closed,44
57,ES,1251.2365151348017,2025-11-20,61.45809936523438,11.534792711484634,2025-11-26,64.50440979003906,12.106540937477348,3788.013506302467,0.04925983848670629,Long,Closed,45
58,FE,1772.3903088949658,2024-11-08,38.7047233581543,10.289981488267992,2024-11-12,38.66745376586914,10.28007304864059,45.486209645775084,0.0006630654734068619,Short,Closed,46
59,FE,1430.4111611794442,2025-11-20,45.20987319946289,9.700306083002872,2025-11-26,45.97679901123047,9.864858969145214,-1116.5844060011018,-0.017266224330141654,Short,Closed,47
60,EXC,1305.5386621882224,2025-01-28,37.37669372558594,7.319507808528058,2025-01-29,37.151363372802734,7.275381185429611,279.5825983290229,0.005729536854990661,Short,Closed,48
61,FRT,390.2415062317036,2026-07-29,125.77999877929688,7.362686426618198,2026-07-30,124.08999633789062,7.263760061877752,-674.1355447581307,-0.013734162485603208,Long,Closed,49
62,FRT,123.28313361367168,2026-07-29,125.77999877929688,2.3259828593153276,2026-08-03,123.6500015258789,2.2865939489168454,-267.20531279811365,-0.017231767963894265,Long,Closed,49
63,FRT,653.1026008585533,2026-09-04,117.08999633789062,11.470767171419226,2026-09-04,117.08999633789062,0.0,-11.470767171419226,-0.00015,Long,Open,50
64,ETR,637.7953557715065,2024-11-01,68.60108947753906,6.563018440445996,2024-11-05,69.15069580078125,6.6155988945159745,-363.71497780148735,-0.00831282848970871,Short,Closed,51
65,ETR,789.7380296936163,2026-07-30,107.38893127441406,12.72136844933384,2026-08-03,107.4187469482422,12.724900435059293,-1.8996973813635787,-2.2399681947696324e-05,Long,Closed,52
66,FITB,1229.1152070955236,2024-10-18,42.0435905456543,7.751462475084192,2024-10-28,41.46004486083984,7.643875743798128,701.8495370215411,0.01358162164773786,Short,Closed,53
67,HRL,3833.6917765381613,2026-04-10,20.32018513991584,11.685199000294245,2026-04-14,20.514036178588867,11.79667377021937,719.683260063655,0.009238395427140769,Long,Closed,54
68,HSIC,402.6968849073808,2026-06-29,84.30400549754128,5.092344059861186,2026-07-06,86.62000274658203,5.232240791507603,922.3202927914027,0.027167850854618345,Long,Closed,55
69,KLAC,179.1629710458668,2024-10-16,67.2437515258789,1.8071385461469756,2024-10-18,66.8427963256836,1.7963630974084832,-75.43982656683798,-0.006261818723944899,Long,Closed,56
70,KLAC,767.3330246096436,2024-10-16,67.2437515258789,7.7397526866678,2024-10-28,66.4320068359375,7.646320910446266,-638.2645817406703,-0.012369863888030692,Long,Closed,56
71,MPC,247.26621095617085,2025-04-07,118.32847595214844,4.388795084535919,2025-04-08,115.30362701416016,4.276603644194244,739.2775368824313,0.02526698749802547,Short,Closed,57
72,MPC,192.57120601423136,2025-04-07,118.32847595214842,3.4179985979896794,2025-04-10,118.20201110839844,3.4143455748677787,17.521143306479306,0.0007689211743731183,Short,Closed,57
73,IVZ,3940.1890282322415,2025-01-29,17.790203094482422,10.514514456435435,2025-01-31,18.005556106567383,10.641794192747525,-869.6878840631131,-0.012406962123640692,Short,Closed,58
74,MTD,81.93385646522577,2026-05-11,1078.530029296875,13.255218692076886,2026-05-13,1025.530029296875,12.60384453317834,-4368.353455882224,-0.049433587902552034,Long,Closed,59
75,MET,896.4886776014699,2024-11-22,82.40596008300781,11.081401527194277,2024-12-02,82.68194580078125,11.118514237868817,-269.617986928663,-0.0036496013559341907,Short,Closed,60
76,MET,961.4451557996933,2025-07-31,73.28153991699219,10.568427234410098,2025-08-04,72.20088195800781,10.412578230448814,-1059.9743652067593,-0.015044448076751945,Long,Closed,61
77,INVH,1574.6065186972135,2024-11-01,29.290302276611328,6.918105134904604,2024-11-05,30.092519760131836,7.107581666749243,1249.1511921626127,0.027084393077379223,Long,Closed,62
78,INVH,102.16652169061672,2025-04-08,28.97871971130371,0.4440982493926819,2025-04-10,30.032318115234375,0.4602446220209391,106.73814131696771,0.0360522051582962,Long,Closed,63
79,INVH,2537.538783286708,2025-04-08,28.978719711303714,11.030193773614226,2025-04-15,31.29473876953125,11.911742001076753,5854.046247308831,0.07960938448759439,Long,Closed,63
80,MPWR,21.364031731822077,2024-11-01,748.916748046875,2.3999821754649653,2024-11-05,752.4671630859375,2.411359852398316,71.03983752780637,0.004440022821047202,Long,Closed,64
81,KEY,1786.6871532932141,2024-11-22,17.965534210205078,4.814818376313474,2024-12-02,17.516393661499023,4.694447329054048,-811.9829141015426,-0.02529637207384905,Long,Closed,65
82,KIM,2034.3574669376321,2024-10-30,21.922149658203125,6.689623327273467,2024-11-01,21.748743057250977,6.636707675253976,339.44468246075235,0.0076112958649744026,Short,Closed,66
83,KIM,2405.387118947157,2024-10-30,22.376475828337323,8.07361300873725,2024-11-06,22.195945739746097,8.008476296285291,418.1626603747024,0.007769061879523469,Short,Closed,66
84,KIM,2107.9118987294532,2024-11-12,22.524507522583008,7.121951612981069,2024-11-14,22.561010360717773,7.13349332800732,-91.20021178265714,-0.0019208262721785684,Short,Closed,67
85,KIM,3179.462500158029,2025-01-07,20.251300811767575,9.658237726565227,2025-01-10,19.965551376342773,9.521958284409054,-927.7098103854523,-0.01440806030017924,Long,Closed,68
86,KIM,3176.493686830768,2025-01-13,20.34347915649414,9.693139966316544,2025-01-24,21.12698554992676,10.066460433166082,-2508.56271272974,-0.03881966093722378,Short,Closed,69
87,KIM,143.63948874092875,2025-04-08,17.440187454223633,0.37576494142059635,2025-04-10,18.438100814819336,0.3972659061591527,-144.11279577128877,-0.05752777064291728,Short,Closed,70
88,KIM,2382.511662972807,2025-04-08,17.440187454223633,6.232717502117974,2025-04-15,18.923070907592773,6.762665570490179,-3545.982505553977,-0.0853395610586152,Short,Closed,70
89,KIM,3906.6260122870085,2026-01-21,20.22505760192871,11.851760419154669,2026-01-22,20.07037353515625,11.761116499313726,580.6799220211583,0.007349286960138054,Short,Closed,71
90,KDP,1205.5691460886976,2026-04-10,26.31167201137092,4.758080993837148,2026-04-14,25.83597183227539,4.672057575031182,564.059320137569,0.017782147493963237,Short,Closed,72
91,HBAN,4511.207047106643,2026-01-13,17.168716430664062,11.617745182768099,2026-01-15,17.610197067260742,11.916486766614508,-2015.1447909254528,-0.026018105396833743,Short,Closed,73
92,INCY,1094.1094700478243,2025-02-12,69.05000305175781,11.332239336863909,2025-02-18,71.2699966430664,11.696576738618338,2405.887195620719,0.03184569868456192,Long,Closed,74
93,NVDA,312.2038521020572,2025-12-15,176.07522583007812,8.245704564583505,2025-12-17,170.73175048828125,7.995466526785304,1652.0124142299724,0.03005223631208432,Short,Closed,75
94,NVDA,17.46816063155086,2026-01-22,184.6148223876953,0.48373220586502397,2026-01-23,187.44137573242188,0.4911384090439236,-50.34955847424001,-0.015612840492252361,Short,Closed,76
95,NVDA,257.13965180260374,2026-01-22,184.6148223876953,7.120768671955725,2026-01-26,186.2428436279297,7.183562994181892,-432.9331465072489,-0.009119798011673298,Short,Closed,76
96,NVDA,248.02958100662443,2026-04-22,202.26426696777344,7.52512820829433,2026-04-24,208.0275421142578,7.739547616265591,1414.1980439838528,0.028189513949246046,Long,Closed,77
97,NVDA,235.0971523093192,2026-04-28,212.92184448242188,7.508597895339766,2026-04-30,199.33767700195312,7.029558031667107,3179.060935224053,0.0635084135454333,Short,Closed,78
98,NVDA,114.44842787188756,2026-05-01,198.2189788818359,3.4028775761095496,2026-05-05,196.271240234375,3.3694402321934676,-229.68794391551967,-0.010124722625701297,Long,Closed,79
99,NVDA,365.9227265319077,2026-05-01,203.08699337919015,11.147121951072112,2026-05-08,214.9494781494141,11.798234866656646,4317.807413745844,0.05810209262127833,Long,Closed,79
100,PYPL,372.3953070643337,2025-01-29,87.78108978271484,4.903389882611391,2025-01-31,87.60306549072266,4.893445570979189,-76.0922463349334,-0.002327744116517482,Long,Closed,80
101,MSCI,131.51464939456733,2026-06-26,552.8726806640625,10.906628513605312,2026-06-29,556.011474609375,10.968548121391247,390.9222086045697,0.005376393925724886,Long,Closed,81
102,MSCI,30.426895251858156,2026-06-26,552.8726806640624,2.5233298713269177,2026-07-01,579.9558715820312,2.646938483298985,818.8871447924889,0.04867895914626508,Long,Closed,81
103,PFE,3346.1517800658426,2024-11-18,22.044769287109375,11.064771598680277,2024-11-19,22.257591247558594,11.171591785949415,689.8982184096195,0.00935263162357421,Long,Closed,82
104,PFE,855.7434017603248,2026-02-25,26.191896438598633,3.36203138353808,2026-03-02,26.356258392333984,3.3831291321494987,-147.3968179251515,-0.006576239233527163,Short,Closed,83
105,PFE,1114.1651856118015,2026-02-25,26.162942710999708,4.372475988262787,2026-03-11,26.394933700561523,4.411247430854598,-267.26000736452255,-0.009168489709787063,Short,Closed,83
106,PFE,1099.3347564074043,2026-04-20,26.607641220092773,4.387605716889944,2026-04-22,25.911510467529297,4.272813607195383,-773.941150621158,-0.026458888989565436,Long,Closed,84
107,PFE,1632.3895591067276,2026-06-25,23.263038635253903,5.696151207192734,2026-06-26,23.872379302978516,5.84535340878265,983.1398393168062,0.025889582374727705,Long,Closed,85
108,PFE,1507.7533005410269,2026-06-25,23.648697242974723,5.348460198238594,2026-07-01,23.46942710876465,5.3079159277570405,-280.95151266967036,-0.007879413015792733,Long,Closed,85
109,PLD,314.9373621950125,2026-07-28,147.10101228674762,6.949140717870662,2026-07-30,146.19000244140625,6.906104062226838,-300.76628240559506,-0.006492161289067011,Long,Closed,86
110,PLD,129.17424287649834,2026-07-28,147.10101228674762,2.8502492832760655,2026-08-03,144.14999389648438,2.7930699483345336,-386.8388855084884,-0.0203581606586981,Long,Closed,86
111,PEG,972.3514280248643,2026-07-30,77.55000305175781,11.310878431606392,2026-08-03,76.62000274658203,11.175235362886209,881.8010110067308,0.011694065359362576,Short,Closed,87
112,NTRS,345.17642554866137,2026-01-23,146.427490234375,7.581497652174462,2026-01-26,147.432373046875,7.633526930771567,-362.07688189697984,-0.007163694401325811,Short,Closed,88
113,NI,2679.9078861524395,2025-01-28,34.725154876708984,13.959032460293587,2025-01-29,34.934913635253906,14.043352582975698,534.1317661708097,0.005739635977888998,Long,Closed,89
114,RVTY,186.18713374490724,2024-11-18,108.94290924072266,3.042565202004258,2024-11-19,109.38080596923828,3.0547948125180473,-87.6280967731179,-0.004320109395620863,Short,Closed,90
115,RVTY,281.25879234424053,2025-02-12,110.7991180419922,4.6744839199946515,2025-02-18,111.2671356201172,4.694229028817548,-141.00277176812833,-0.0045246525877969965,Short,Closed,91
116,UDR,924.3005835976072,2024-11-01,38.31356430053711,5.311987476403635,2024-11-05,40.09473419189453,5.558937931913857,-1657.2072954764685,-0.04679625007131355,Short,Closed,92
117,TROW,756.7671060534819,2026-02-13,91.28873443603516,10.362646706166473,2026-02-18,92.42790222167967,10.491959412434207,-882.9393145701561,-0.012780605277869036,Short,Closed,93
118,TROW,13.342405222211596,2026-03-30,87.97437286376953,0.1760684597877523,2026-04-10,90.40520477294922,0.18093343144165594,-32.79014625058699,-0.0279352812168474,Short,Closed,94
119,TROW,819.437620016487,2026-03-30,87.97437286376952,10.813426608289548,2026-04-13,93.25106048583984,11.46201406027951,-4346.191787268324,-0.060288823488243916,Short,Closed,94
120,TROW,771.5089666754329,2026-05-29,103.29058837890624,11.953442266126114,2026-06-03,102.7767562866211,11.893978356141576,-420.2734871858488,-0.0052738802492503884,Long,Closed,95
121,TROW,763.8080691055133,2026-06-04,105.69178009033205,12.109235170668155,2026-06-09,104.65422821044922,11.990361595972642,768.3909012034542,0.009518242362631268,Short,Closed,96
122,TROW,740.8115028470075,2026-06-11,106.98624420166016,11.88849605264832,2026-06-15,108.61000061035156,12.06893066645534,-1226.8548520992463,-0.015479521295201356,Short,Closed,97
123,TROW,441.69259242070945,2026-06-26,110.2699966430664,7.305816102524839,2026-06-29,114.37999725341795,7.578119626190369,-1830.2407601655877,-0.037577747670100865,Short,Closed,98
124,TROW,97.38847551562407,2026-06-26,110.2699966430664,1.6108540302271832,2026-07-01,116.11000061035156,1.6961663927340478,-572.0561038020593,-0.053268895852845895,Short,Closed,98
125,TROW,705.8672265884894,2026-08-07,114.0199966430664,12.072446820910523,2026-08-13,111.3000030517578,11.784453671015203,1896.0974321435358,0.02355898676057116,Short,Closed,99
126,SRE,717.2275407449181,2024-11-07,85.11988830566406,9.157549223693032,2024-11-08,86.5328598022461,9.309562534438461,-1031.8891833943276,-0.016902270872722485,Short,Closed,100
127,SRE,18.010239841826888,2024-11-07,85.60562355631814,0.2312666718087653,2024-11-18,88.11652374267578,0.2380499589950436,-45.691231205992786,-0.02963541883184205,Short,Closed,100
128,SRE,670.1466104764671,2024-11-07,85.60562355631814,8.605247769598652,2024-11-19,88.55274200439453,8.90149798539631,-1992.5081844060544,-0.03473185614908189,Short,Closed,100
129,SYF,644.105066682552,2026-01-13,77.096435546875,7.448730713836048,2026-01-15,76.74087524414062,7.414377984960689,-243.88130120119024,-0.004911198509596669,Long,Closed,101
130,SO,728.7397119368102,2026-05-01,94.70866726119912,10.352695034676819,2026-05-06,91.98258972167967,10.054704890546796,1966.1935609415864,0.028488140832252845,Short,Closed,102
131,TFC,1118.7609690377374,2024-10-18,39.91290283203125,6.69794967742085,2024-10-28,39.56560134887695,6.639667575844558,-401.8849610952085,-0.009000178721482137,Long,Closed,103
132,SMCI,1065.612382154284,2024-09-27,41.9739990234375,6.709201963186023,2024-10-02,42.0,6.713358007571988,14.28440260234391,0.0003193614385300295,Long,Closed,104
133,SMCI,214.0092095788533,2026-03-02,31.829999923706055,1.021786968685094,2026-03-06,31.309999465942383,1.0050942356430972,-113.31176815097339,-0.01663435309271816,Long,Closed,105
134,SMCI,1641.3496399987475,2026-03-23,21.579999923706055,5.313048765892189,2026-03-25,24.049999237060547,5.921168638457922,4042.898266367201,0.11414063124136319,Long,Closed,106
135,LUV,1066.4344825693938,2025-12-11,40.025672912597656,6.402713667305682,2025-12-15,40.988487243652344,6.556730427747987,-1039.7378470437548,-0.024358527518253494,Short,Closed,107
136,LUV,885.555500902271,2025-12-11,40.025672912597656,5.3167432237598815,2025-12-17,40.2614631652832,5.348064027058605,-219.47016257564312,-0.006191859001057006,Short,Closed,107
137,UAL,186.13107807343457,2025-12-11,108.38999938964844,3.026212115816127,2025-12-15,107.6999969482422,3.00694748107229,-134.46405788913324,-0.0066649685849699694,Long,Closed,108
138,UAL,168.6211147509513,2025-12-11,108.38999938964844,2.7415263787406174,2025-12-17,110.2699966430664,2.789077463630627,311.47662875769146,0.017042146548710682,Long,Closed,108
139,VST,338.60860387445996,2026-01-20,156.3773956298828,7.942609741763803,2026-01-21,159.5785369873047,8.105199842640015,-1099.9818154258203,-0.020773684932080313,Short,Closed,109
140,VST,334.8201800572352,2026-03-12,159.13975524902344,7.992480226011354,2026-03-16,161.54310607910156,8.113183779661474,-820.7960216731395,-0.01540440511198032,Short,Closed,110
141,VST,331.5992711015396,2026-04-27,166.3470458984375,8.274083875472433,2026-04-28,160.89468383789062,8.002883982713579,-1824.2762529172212,-0.03307211312526836,Long,Closed,111
142,VICI,937.5022538877729,2026-05-05,27.802814483642575,3.9097801864257793,2026-05-06,28.176532745361328,3.962334443327832,342.4895980505974,0.013139725830610923,Long,Closed,112
143,WY,2258.8051392774682,2026-08-06,25.218034744262695,8.54439397242275,2026-08-07,25.34684944152832,8.588039067452458,-308.099733237938,-0.005408804900014052,Short,Closed,113
144,SPY,241.08585424521098,2024-09-27,559.9664916992188,20.25,2024-10-02,557.4091186523438,20.15751803015557,-656.9539836596927,-0.0048663258048866126,Long,Closed,114
145,SPY,6.787588158870115,2024-10-16,570.5785522460938,0.5809278337396259,2024-10-18,572.8225708007812,0.583212554805138,-16.395614158626483,-0.004233472698256457,Short,Closed,115
146,SPY,63.660347285336236,2024-10-16,570.5785522460938,5.4484843184326035,2024-10-28,569.1381225585938,5.43472958031065,80.81504024761527,0.002224885918480457,Short,Closed,115
147,SPY,137.54202629911632,2024-10-30,568.3345947265625,11.72548376618677,2024-11-01,559.5452880859375,11.544148909419395,-1232.1686777914522,-0.01576270159545192,Long,Closed,116
148,SPY,208.60349186865577,2024-11-01,559.5452880859375,17.508465143006926,2024-11-05,565.0912475585938,17.682001119770643,-1192.0969780209116,-0.010213033823502068,Short,Closed,117
149,SPY,113.70526536049098,2024-11-05,565.0912475585938,9.63807753848112,2024-11-06,579.142578125,9.877734079089299,1578.1944591036256,0.024561865986279494,Long,Closed,118
150,SPY,94.7313739739898,2024-11-07,583.6205444335938,8.293076408046344,2024-11-08,586.1486206054688,8.328999627437238,222.86605323713684,0.004031062339319002,Long,Closed,119
151,SPY,79.61125622613301,2024-11-07,584.1704255101502,6.9759812137526565,2024-11-14,581.4060668945312,6.942970104445313,-233.99301336715757,-0.005031400018090433,Long,Closed,119
152,SPY,35.50257844758603,2024-11-07,584.1704255101502,3.1109334537650732,2024-11-18,576.3108520507812,3.069078185269201,-285.21513494484424,-0.013752229315592878,Long,Closed,119
153,SPY,117.01149481256627,2024-11-07,584.1704255101502,10.253198207135336,2024-11-19,578.4175415039062,10.15222517357725,-693.5589804346253,-0.010146477710027616,Long,Closed,119
154,SPY,47.74237257049639,2024-11-22,583.5226440429688,4.178813321283084,2024-12-02,591.4791259765625,4.235792520006693,371.44671898276835,0.01333321293957865,Long,Closed,120
155,SPY,77.41912851965711,2025-01-07,578.722412109375,6.72062772004525,2025-01-10,570.7192993164062,6.627688617363825,-632.9423342135757,-0.014126857503036503,Long,Closed,121
156,SPY,125.02096446089286,2025-01-13,571.6041870117188,10.719376012513445,2025-01-24,597.7367553710938,11.209443847532837,-3289.0477199893267,-0.046024801949523006,Short,Closed,122
